Ruby Gem: mime-types,The mime-types library provides a library and registry for information about MIME content type definitions,MIT,https://github.com/mime-types/ruby-mime-types/
Ruby Gem: mini_portile2,Simplistic port-like solution for developers,MIT,http://github.com/flavorjones/mini_portile
Ruby Gem: minitest,minitest provides a complete suite of testing facilities supporting TDD BDD mocking and benchmarking,MIT,https://github.com/seattlerb/minitest
Ruby Gem: mocha,Mocking and stubbing library,MIT,http://gofreerange.com/mocha/docs
Ruby Gem: multi_json,A common interface to multiple JSON libraries.,MIT,http://github.com/intridea/multi_json
Ruby Gem: multipart-post,A multipart form post accessory for Net::HTTP.,MIT,https://github.com/nicksieger/multipart-post
Ruby Gem: mysql2,A simple fast Mysql library for Ruby binding to libmysql,MIT,http://github.com/brianmario/mysql2
Ruby Gem: nokogiri,Nokogiri (鋸) is an HTML XML SAX and Reader parser,MIT,http://nokogiri.org
Ruby Gem: nori,XML to Hash translator,MIT,https://github.com/savonrb/nori
Ruby Gem: protected_attributes,Protect attributes from mass assignment in Active Record models,MIT,https://github.com/rails/protected_attributes
Ruby Gem: rack,a modular Ruby webserver interface,MIT,http://rack.github.io/
Ruby Gem: rack-test,Simple testing API built on Rack,MIT,http://github.com/brynary/rack-test
Ruby Gem: rails,Full-stack web application framework.,MIT,http://www.rubyonrails.org
Ruby Gem: rails-deprecated_sanitizer,Deprecated sanitizer API extracted from Action View.,MIT,https://github.com/rails/rails-deprecated_sanitizer
Ruby Gem: rails-dom-testing,Dom and Selector assertions for Rails applications,MIT,https://github.com/rails/rails-dom-testing
Ruby Gem: rails-html-sanitizer,This gem is responsible to sanitize HTML fragments in Rails applications.,MIT,https://github.com/rails/rails-html-sanitizer
Ruby Gem: railties,Tools for creating working with and running Rails applications.,MIT,http://www.rubyonrails.org
Ruby Gem: rake,Rake is a Make-like program implemented in Ruby,MIT,https://github.com/ruby/rake
Ruby Gem: request_store,RequestStore gives you per-request global storage.,MIT,http://github.com/steveklabnik/request_store
Ruby Gem: responders,A set of Rails responders to dry up your application,MIT,http://github.com/plataformatec/responders
Ruby Gem: retriable,Retriable is an simple DSL to retry failed code blocks with randomized exponential backoff,MIT,http://github.com/kamui/retriable
Ruby Gem: rubypython,RubyPython is a bridge between the Ruby and Python interpreters,MIT,
Ruby Gem: safe_yaml,SameYAML provides an alternative implementation of YAML.load suitable for accepting user input in Ruby applications.,MIT,https://github.com/dtao/safe_yaml
Ruby Gem: sass,A powerful but elegant CSS compiler that makes CSS fun again.,MIT,http://sass-lang.com/
Ruby Gem: sass-rails,Sass adapter for the Rails asset pipeline.,MIT,https://github.com/rails/sass-rails
Ruby Gem: savon,Heavy metal SOAP client,MIT,http://savonrb.com
Ruby Gem: sdoc,rdoc html with javascript search index.,MIT,http://github.com/voloko/sdoc
Ruby Gem: simplecov,Code coverage for Ruby 1.9+ with a powerful configuration library and automatic merging of coverage across test suites,MIT,http://github.com/colszowka/simplecov
Ruby Gem: simplecov-html,Default HTML formatter for SimpleCov code coverage tool for ruby 1.9+,MIT,https://github.com/colszowka/simplecov-html
Ruby Gem: sprockets,Rack-based asset packaging system,MIT,https://github.com/rails/sprockets
Ruby Gem: sprockets-rails,Sprockets Rails integration,MIT,https://github.com/rails/sprockets-rails
Ruby Gem: swagger-docs,Generates swagger-ui json files for rails apps with APIs. You add the swagger DSL to your controller classes and then run one rake task to generate the json files.,MIT,https://github.com/richhollis/swagger-docs
Ruby Gem: thor,Thor is a toolkit for building powerful command-line interfaces.,MIT,http://whatisthor.com/
Ruby Gem: tilt,Generic interface to multiple Ruby template engines,MIT,http://github.com/rtomayko/tilt/
Ruby Gem: turbolinks,Turbolinks makes following links in your web application faster (use with Rails Asset Pipeline),MIT,https://github.com/rails/turbolinks/
Ruby Gem: tzinfo,Daylight savings aware timezone library,MIT,http://tzinfo.github.io
Ruby Gem: uglifier,Ruby wrapper for UglifyJS JavaScript compressor,MIT,http://github.com/lautis/uglifier
Ruby Gem: wasabi,A simple WSDL parser,MIT,https://github.com/savonrb/wasabi
Ruby Gem: web-console,A debugging tool for your Ruby on Rails applications.,MIT,https://github.com/rails/web-console
Ruby Gem: webmock,Library for stubbing HTTP requests in Ruby.,MIT,http://github.com/bblimke/webmock
Ruby Gem: eventmachine,Ruby/EventMachine library,Ruby,http://rubyeventmachine.com
Ruby Gem: httpclient,gives something like the functionality of libwww-perl (LWP) in Ruby,Ruby,https://github.com/nahi/httpclient
Ruby Gem: json,JSON Implementation for Ruby,Ruby,http://flori.github.com/json
Ruby Gem: rdoc,RDoc produces HTML and command-line documentation for Ruby projects,Ruby,http://docs.seattlerb.org/rdoc
Ruby Gem: thin,A thin and fast web server,Ruby,http://code.macournoyer.com/thin/
Ruby Gem: addressable,URI Implementation,Apache 2.0,https://github.com/sporkmonger/addressable
Ruby Gem: elasticsearch,Ruby integrations for Elasticsearch,Apache 2.0,http://github.com/elasticsearch/elasticsearch-ruby
Ruby Gem: elasticsearch-api,Ruby API for Elasticsearch.,Apache 2.0,https://github.com/elasticsearch/elasticsearch-ruby/tree/master/elasticsearch-api
Ruby Gem: elasticsearch-transport,Ruby client for Elasticsearch.,Apache 2.0,https://github.com/elasticsearch/elasticsearch-ruby/tree/master/elasticsearch-transport
Ruby Gem: thread_safe,A collection of data structures and utilities to make thread-safe programming in Ruby easier,Apache 2.0,https://github.com/ruby-concurrency/thread_safe
Ruby Gem: mime-types,The mime-types library provides a library and registry for information about MIME content type definitions,Perl Artistic v2,https://github.com/mime-types/ruby-mime-types/
Ruby Gem: mime-types,The mime-types library provides a library and registry for information about MIME content type definitions,GPLv2,https://github.com/mime-types/ruby-mime-types/
Ruby Gem: railroady,Ruby on Rails 3/4 model and controller UML class diagram generator.,GPLv2,http://github.com/preston/railroady
Ruby Gem: thin,A thin and fast web server,GPLv2,http://code.macournoyer.com/thin/
Ruby Gem: eventmachine,Ruby/EventMachine library,gpl,http://rubyeventmachine.com
Ruby Gem: ffi,Ruby FFI,BSD,http://wiki.github.com/ffi/ffi
Ruby Gem: kgio,kinder gentler I/O for Ruby,LGPLv2.1,http://bogomips.org/kgio/
Ruby Gem: raindrops,real-time stats for preforking Rack servers,LGPLv2.1,http://raindrops.bogomips.org/
Ruby Gem: logstash-event,Library that contains the classes required to create LogStash events,apache license (2.0),https://github.com/logstash/logstash
Ruby Gem: sqlite3,This module allows Ruby programs to interface with the SQLite3 database engine (http://www.sqlite.org),bsd-3,https://github.com/sparklemotion/sqlite3-ruby
Ruby Gem: unicorn,Rack HTTP server for fast clients and Unix,gpl-2.0+,http://unicorn.bogomips.org/
Ruby Gem: unicorn,Rack HTTP server for fast clients and Unix,ruby-1.8,http://unicorn.bogomips.org/
